"THE WOODFINISHING BOOK","69.4","DRESDNER","DETAILS","WOODWORKING","","",""
"THE FIRST AMERICAN FURNITURE FINISHER'S MANUAL","69.5","MUSSEY","WOODWORKING","","","",""
"HOME BUILDERS GUIDE","70","HIGSON","DETAILS","","","",""
"HANDBOOK OF CONSTRUCTION CONTRACTING","70.1","JONES","BASICS OF BUILDING","","","",""
"AIR ENVELOPE - TECHNICAL MATERIAL","71","","DETAILS","ENERGY EFFICIENCY","","",""
"KITCHENS","72","KNAPP","DETAILS","","","",""
"YOUR HOME KITCHEN","72.1","TIME/LIFE","DETAILS","","","",""
"BETTER KITCHENS","72.2","SHAPIRO","DETAILS","","","",""
"ADVANCED KITCHENS","72.3","RUSSELL","DETAILS","","","",""
"SMALL KITCHENS","72.4","MURRELL","DETAILS","","","",""
"KITCHENS AND BATHS","72.5","TIME/LIFE","DETAILS","","","",""
"THE SMART KITCHEN","72.6","GOLDBECK","DETAILS","","","",""
"THE KITCHEN IDEA BOOK","72.7","BOUKNIGHT","DETAILS","","","",""
"GREAT KITCHENS","72.8","WHITAKER, MAHONEY, JORDAN","DETAILS","","","",""
"KITCHENS","72.9","TIME/LIFE","DETAILS","","","",""
"ROOFS AND SIDING","73","TIME/LIFE","DETAILS","","","",""
"THE SLATE ROOF BIBLE","73.1","JENKINS","DETAILS","WOOD AND STONE","","",""
"THE SLATE BOOK","73.12","STEARNS,MEYER","DETAILS","","","",""
"HOMEOWNER'S GUIDE TO ROOFING AND SIDING","73.2","RESCHKE","DETAILS","","","",""
"ALL WEATHER WOOD FOUNDATION SYSTEM","74","NFPA","DETAILS","FOUNDATIONS","","",""
"HOME PRODUCTS DIRECTORY","75","HUDSON","DETAILS","","","",""
"LIGHTING FOR HISTORIC BUILDINGS","75.1","MOSS","DETAILS","RENOVATION","","",""
"HOW TO MAKE MISSION STYLE LAMPS","75.2","POPULARMECHANICS","DETAILS","LIGHTING","","",""
"THE LIGHTING PATTERN BOOK","75.3","LESLIE/CONWAY","DETAILS","LIGHTING","","",""
"PERFECT LIGHTING","75.4","STOREY","DETAILS","LIGHTING","","",""
"DOWSING","76","GRAVES","DETAILS","PLUMBING","","",""
"LOW COST CONSTRUCTION RESISTANT TO EARTHQUAKES AND HURRICANES","77","UNITED NATIONS","DETAILS","","","",""
"RENEGADE HOUSES","78","HOFFMAN","OWNER-BUILDING","","","",""
"MASONRY & CONCRETE","79","BURCH","DETAILS","MASONRY","","",""
"CONCRETE, MASONRY, & BRICK HANDBOOK","79.1","ADAMS","DETAILS","MASONRY","","",""
"PAOLO SOLERI'S EARTH CASTING","79.2","SOLERI","DETAILS","","","",""
"MASONRY","79.3","TIME/LIFE","DETAILS","MASONRY","","",""
"BASIC MASONRY","79.4","SUNSET","DETAILS","MASONRY","","",""
"MASONRY & CONCRETE CONSTRUCTION","79.5","NOLAN","DETAILS","MASONRY","","",""
"SIMPLIFIED DESIGN OF BUILDING FOUNDATIONS","79.6","AMBROSE","DETAILS","FOUNDATIONS","","",""
"FOUNDATIONS AND CONCRETE WORK","79.61","FINE HOMEBUILDING","DETAILS","","","",""
"BUILDING FOUNDATION DESIGN HANDBOOK","79.65","UNIV. OF MINNESOTA","DETAILS","MASONRY","FOUNDATIONS","",""
"SETTING CERAMIC TILE","79.7","BYRNE","DETAILS","","","",""
"TILING","79.71","FINE HOMEBUILDING","DETAILS","","","",""
"TILING COMPLETE","79.72","SCHWEIT/NICHOLAS","DETAILS","","","",""
"REMODELING WITH TILE","79.75","SUNSET","DETAILS","","","",""
"BUILDING WITH CONCRETE, BRICK,  AND STONE","79.8","FINE HOMEBUILDING","DETAILS","MASONRY","","",""
"CONCRETE COUNTERTOPS MADE SIMPLE","79.9","CHENG","DETAILS","MASONRY","","",""
"BASIC PLUMBING","80","TIME/LIFE","PLUMBING","","","",""
"HOME PLUMBING","80.1","STEP-BY-STEP","PLUMBING","","","",""
"PLUMB-IT-YOURSELF (PVC BOOK)","80.11","DAY","PLUMBING","","","",""
"PLUMBING A HOUSE","80.2","HEMP","PLUMBING","","","",""
"PLUMBING","80.21","CAULDWELL","PLUMBING","","","",""
"INSTALLING AND REPAIRING PLUMBING FIXTURES","80.3","HEMP","PLUMBING","","","",""
"DO-IT-YOURSELF PLUMBING","80.4","ALTH","PLUMBING","","","",""
"PLUMBING AND HEATING","80.41","DAY","PLUMBING","","","",""
"PLUMBING FOR DUMMIES","80.5","FREDRIKSSON","PLUMBING","","","",""
"PLANNING FOR AN INDIVIDUAL WATER SYSTEM","80.6","AAVIN","PLUMBING","","","",""
"THE HOME WATER SUPPLY","80.7","CAMPBELL","PLUMBING","","","",""
"CONSTRUCTING & MAINTAINING YOUR WELL & SEPTIC SYSTEM","80.8","ALTH","PLUMBING","","","",""
"THE STRAIGHT POOP","80.9","HEMP","PLUMBING","","","",""
"DOMESTIC WATER SUPPLY / SEWAGE DISPOSAL GUIDE","81","ANDERSON","PLUMBING","","","",""
"GOOD-BY TO THE FLUSH TOILET","82","STONER","PLUMBING","","","",""
"SEPTIC TANK PRACTICES","83","WARSHALL","PLUMBING","","","",""
"THE SEPTIC SYSTEM OWNER'S MANUAL","83.1","KAHN ET AL","PLUMBING","","","",""
"BATHS","84","RODALE","DETAILS","","","",""
"BEYOND THE BATH","84.1","COWAN","DETAILS","","","",""
"DESIGN, REMODEL, AND BUILD YOUR BATHROOM","84.2","CREATIVE HOMEOWNER","DETAILS","","","",""
"RENOVATING A BATHROOM","84.21","FINE HOMEBUILDING","DETAILS","PLUMBING","","",""
"BUILDING BATHS AND KITCHENS","84.3","FINE HOMEBUILDING","DETAILS","","","",""
"PLANNING AND REMODELING BATHROOMS","84.4","SUNSET","DETAILS","","","",""
"NEW BATHROOM IDEA BOOK","84.5","WORMER","DETAILS","","","",""
"THE BUILDER'S BOOK OF BATHROOMS","84.6","WORMER","DETAILS","","","",""
"DESIGNING AND REMODELING BATHROOMS","84.7","ORTHO","DETAILS","","","",""
"BATHROOMS","84.8","TIME/LIFE","DETAILS","","","",""
"UNDERGROUND HOUSES","85","ROY","EARTH SHELTER","","","",""
"UNDERGROUND DESIGNS","86","WELLS","EARTH SHELTER","","","",""
"EARTH SHELTERED HOUSING DESIGN","87","UNIVERSITY OF MINNESOTA","EARTH SHELTER","","","",""
"BUILDING UNDERGROUND","88","WADE","EARTH SHELTER","","","",""
"THE RAMMED EARTH EXPERIENCE","89","EASTON","EARTH SHELTER","","","",""
"THE EARTH SHELTERED OWNER-BUILT HOME","90","KERN","EARTH SHELTER","","","",""
"FINDING & BUYING YOUR PLACE IN THE COUNTRY","91","SCHER","CODES AND REAL ESTATE","","","",""
"FOR SALE BY OWNER","92","GILMORE","CODES AND REAL ESTATE","","","",""
"THE OWNER BUILDER & THE CODE","93","KERN / KOGAN / THALLON","CODES AND REAL ESTATE","OWNER-BUILDING","","",""
"MASS. BUILDING CODE; ARTICLE 21; 1 & 2 FAMILY DWELLINGS","94","","CODES AND REAL ESTATE","","","",""
"STATE BUILDING CODE","94.1","STATE OF MASS","CODES AND REAL ESTATE","","","",""
"CODE CHECK","94.2","KARDON","CODES AND REAL ESTATE","","","",""
"BUILDING CODE COMPLIANCE FOR CONTRACTORS AND INSPECTORS","95","UNDERWOOD","CODES AND REAL ESTATE","","","",""
"OWNER BUILDER CONTRACTING","96","RAUCH","CONTRACTING","","","",""
"HOUSEWISE","96.1","BRANGHAM","RENOVATION","CONTRACTING","","",""
"HOME REMODELING AND CONSTRUCTION PROCESS","96.2","LEGWIN","RENOVATION","CONTRACTING","","",""
"BUILDING THE CUSTOM HOME","96.3","FOLDS & HOOPS","CONTRACTING","","","",""
"WHAT IT'S LIKE TO BUILD A HOUSE","96.4","SYVANEN","CONTRACTING","","","",""
"BE YOUR OWN HOUSE CONTRACTOR","96.5","HELDEMANN","CONTRACTING","","","",""
"CONTRACTING YOUR HOME","96.51","MCGUERTY/LESTER","CONTRACTING","","","",""
"BE YOUR OWN HOME RENOVATION CONTRACTOR","96.52","HELDMANN","CONTRACTING ","RENOVATION","","",""
"HOW TO CONTRACT THE BUILDING OF YOUR NEW HOME","96.6","SHEPHERD","CONTRACTING","","","",""
"HOW TO BE AN OPERATIVE HOME BUILDER","96.7","HOUSING CAPITAL CORP.","CONTRACTING","","","",""
"RUNNING A SUCCESSFUL CONSTRUCTION COMPANY","96.8","GERSTEL","CONTRACTING","","","",""
"MANAGING THE SMALL CONSTRUCTION BUSINESS","96.9","J.L.C.","CONTRACTING","","","",""
"HOW TO SUCCEED WITH YOUR OWN CONSTRUCTION BUSINESS","96.91","DILLER","CONTRACTING","","","",""
"BEFORE YOU BUILD","97","ROSKIND","CODES AND REAL ESTATE","OWNER-BUILDING","","",""
"THE COMMUNITY LAND TRUST","98","SWANN","CODES AND REAL ESTATE","","","",""
"COMMUNITY LAND TRUST HANDBOOK","99","SWANN","CODES AND REAL ESTATE","","","",""
"CODE FOR ENERGY CONSERVATION","100","","CODES AND REAL ESTATE","ENERGY EFFICIENCY","","",""
"CONTRACTORS GUIDE TO THE BUILDING CODE","100.5","HAGEMAN","CODES AND REAL ESTATE","","","",""
"HOW TO GET YOUR BUILDING PLANS THROUGH CITY HALL","100.6","LEADEN","CODES AND REAL ESTATE","","","",""
"BUILDING REGULATIONS - SELF HELP GUIDE FOR THE OWNER-BUILDER","100.7","VITALE","CODES AND REAL ESTATE","","","",""
"HUMAN SCALE","101","SALE","PHILOSOPHY","","","",""
"A GUIDE FOR THE PERPLEXED","102","SCHUMACHER","PHILOSOPHY","","","",""
"FUN & GUTS / THE ENTREPENEUR'S PHILOSOPHY","103","MANCUSO","PHILOSOPHY","","","",""
"MATTER BECOMING SPIRIT","104","ARCOLOGY OF PAOLO SOLERI","PHILOSOPHY","","","",""
"THE MAGIC OF FINDHORN","104.5","HAWKEN","PHILOSOPHY","","","",""
"SPIRITUAL COMMUNITY GUIDE","105","SPIRITUAL COMMUNITY PUBLICATIONS","PHILOSOPHY","","","",""
"WORKING","106","STUDS TERKEL","PHILOSOPHY","","","",""
"A GUIDE TO COOPERATIVE ALTERNATIVES","107","COMMUNITY PUBLICATIONS CO-OP","PHILOSOPHY","","","",""
"TWO CYBERNETIC FRONTIERS","108","BRAND","PHILOSOPHY","","","",""
"ENVIRONMENTAL DESIGN PRIMER","109","BENDER","PHILOSOPHY","","","",""
"HOME! A BIOREGIONAL READER","109.5","ANDRUSS ET.AL.","PHI LOSOPHY","","","",""
"PROGRESS AS IF SURVIVAL MATTERED","110","FRIENDS OF THE EARTH","PHILOSOPHY","","","",""
"MONGOLIAN CLOUD HOUSES","111","KUEHN","PHILOSOPHY","","","",""
"THE NEXT WHOLE EARTH CATALOG","112","BRAND","PHILOSOPHY","","","",""
"THE LITTLE GREEN BOOK","113","LOBELL","PHILOSOPHY","","","",""
"PERSON/PLANET","114","ROSZAK","PHILOSOPHY","","","",""
"THE POLITICS OF THE SOLAR AGE","114.5","HENDERSON","PHILOSOPHY","","","",""
"SOFT-TECH","115","BRAND / BALDWIN CO-EVOLUTION","PHILOSOPHY","","","",""
"THE HOUSEBUILDING EXPERIENCE","116","McLAUGHLIN","OWNER-BUILDING","","","",""
"THE MOST BEAUTIFUL HOUSE IN THE WORLD","116.1","RYBCZYNSKI","PHILOSOPHY","","","",""
"DREAM HOUSE","116.2","COOMER","PHILOSOPHY","OWNER-BUILDING","","",""
"HOME","116.3","RYBCZYNSKI","PHILOSOPHY","","","",""
"GRAIN OF TRUTH","116.4","LAIRD","PHILOSOPHY","","","",""
"SHOP CLASS AS SOUL CRAFT","116.41","CRAWFORD","PHILOSOPHY","","","",""
"A CARPENTER'S LIFE","116.42","HAUN","PHILOSOPHY","BASICS OF BUILDING","","",""
"HOUSE","116.5","KIDDER","PHILOSOPHY","","","",""
"GROWING A HOUSEBUILDER","116.6","BRADY","PHILOSOPHY","","","",""
"THE EARTH HOUSE","116.7","DUPRAU","PHILOSOPHY","OWNER-BUILDING","","",""
"A PLACE OF MY OWN","116.8","POLLAN","PHILOSOPHY","OWNER-BUILDING","","",""
"A PLACE IN THE COUNTRY","116.81","MATSON","PHILOSOPHY","OWNER-BUILDING","","",""
"A HANDMADE LIFE","116.82","COPERTHWAITE","PHILOSOPHY","","","",""
"THE BUILDER'S SECRET","116.9","EHRENHAFT","PHILOSOPHY","OWNER-BUILDING","","",""
"THE WORK BOOK","117","KERN","PHILOSOPHY","","","",""
"SO THIS IS WHERE YOU WORK","117.1","FRACCHIA","ARCHITECTURE","","","",""
"WORKING PLACES","117.2","WEISS","ARCHITECTURE","DESIGN","","",""
"KNOWING HOME","118","RAIN","PHILOSOPHY","","","",""
"HELPING OURSELVES","119","STOKES","PHILOSOPHY","","","",""
"RESETTLING AMERICA","120","COATES","PHILOSOPHY","","","",""
"COLLABORATIVE COMMUNITIES","120.1","FROMM","COHOUSING","PHILOSOPHY","","",""
"ECO-VILLAGES & SUSTAINABLE COMMUNITIES","120.2","CONTEXT INSTITUTE","COHOUSING","PHILOSOPHY","","",""
"RESPECTFUL REHAB","121","TAMPA COMMUNITY DESIGN CENTER","RENOVATION","","","",""
"RESTORING OLD BUILDINGS FOR CONTEMPORARY USES","121.1","SHOPSIN","RENOVATION","","","",""
"UNBUILDING","121.4","FALK/GUY","RENOVATION","","","",""
"SALVAGED TREASURES","121.5","LITCHFIELD","RENOVATION","","","",""
"OLD HOUSE CATALOGUE","121.6","GROW","RENOVATION","","","",""
"HOW TO FIND A HOUSE TO RENOVATE IN WASHINGTON DC","122","TURNER","RENOVATION","","","",""
"HOW TO JUDGE A HOUSE","122.5","US DEPT. OF COMMERCE","RENOVATION","","","",""
"BETTER HOUSES, BETTER LIVING","122.6","FERGUSON","RENOVATION","REAL ESTATE","","",""
"FROM THE WALLS IN","123","WING","RENOVATION","","","",""
"HOME REMEDIES","124","WILSON","RENOVATION","","","",""
"THE COMPLETE BOOK OF HOME REMODELING","125","SCHARFF","RENOVATION","","","",""
"CARPENTRY: REMODELING","125.1","BLACK & DECKER","RENOVATION","BASICS OF BUILDING","","",""
"RENOVATING BARNS, SHEDS & OUTBUILDINGS","125.3","ENGLER","RENOVATION","BASICS OF BUILDING","","",""
"REMODELING YOUR HOME","125.4","LESTER & LAMIE","RENOVATION","","","",""
"HOME RENOVATION","125.5","CHING","RENOVATION","","","",""
"HOUSE WARMING","125.6","WING","RENOVATION ENERGY EFFICIENCY","","","",""
"OLD HOUSES / REBUILDERS MANUAL","126","NASH","RENOVATION","","","",""
"THE COMPLETE BOOK OF HOME INSPECTION","127","BECKER","RENOVATION","","","",""
"OLD HOUSE JOURNAL CATALOG","128","","RENOVATION","","","",""
"RENOVATION","129","LITCHFIELD","RENOVATION","","","",""
"NEW LIVING SPACES","129.1","TIME/LIFE","RENOVATION","","","",""
"SO YOU WANT TO FIX UP AN OLD HOUSE","129.2","HOTTON","RENOVATION","","","",""
"RENOVATING OLD HOUSES","129.3","NASH","RENOVATION","","","",""
"NEW LIFE FOR OLD HOUSES","129.4","STEPHEN","RENOVATION","","","",""
"REMODELING A BASEMENT","129.5","GERMAN","RENOVATION","","","",""
"REMODELERS HANDBOOK","129.6","WILLIAMS","RENOVATION","","","",""
"ECO-RENOVATION","129.7","HARLAND","RENOVATION","","","",""
"GREEN RESTORATIONS","129.71","LUBECK","RENOVATION","","","",""
"THIS OLD HOUSE","130","VILA","RENOVATION","","","",""
"THE OLD HOUSE","130.1","TIME/LIFE","RENOVATION","","","",""
"SOLAR REMODELING / PASSIVE HEATING & COOLING","130.5","SUNSET","RENOVATION","ENERGY EFFICIENCY HEATING AND COOLING","SOLAR ENERGY","",""
"SOLAR RETROFIT","130.6","REIF","RENOVATION","SOLAR ENERGY","ENERGY EFFICIENCY","",""
"SOLAR ADDITIONS AND REMODELING","130.7","MASEA","RENOVATION","SOLAR ENERGY","","",""
"MAJOR ENERGY CONSERVATION RETROFITS","130.8","US DEPT OF ENERGY","RENOVATION","ENERGY EFFICIENCY","","",""
"PASSIVE SOLAR ENERGY","131","ANDERSON / WELLS","SOLAR ENERGY","","","",""
"GOING SOLAR","131.1","STANLEY","SOLAR ENERGY","","","",""
"THE PASSIVE SOLAR HOUSE","131.7","KACHADORIAN","SOLAR ENERGY","","","",""
"THE 1ST PASSIVE SOLAR HOME AWARDS","132","US DEPT. OF ENERGY","SOLAR ENERGY","","","",""
"2ND NATIONAL PASSIVE SOLAR CONFERENCE","133","USDE","SOLAR ENERGY","","","",""
"3RD NATIONAL PASSIVE SOLAR CONFERENCE","134","USDE SAN JOSE / '79","SOLAR ENERGY","","","",""
"SOLAR ARCHITECTURE","135","FRANTA / OLSON","SOLAR ENERGY","","","",""
"THE SOLAR HOME BOOK","136","ANDERSON / RIORDAN","SOLAR ENERGY","","","",""
"THE SOLAR CAT BOOK","136.5","AUGUSTYN","SOLAR ENERGY","","","",""
"DESIGNING AND BUILDING A SOLAR HOUSE","137","WATSON","SOLAR ENERGY","","","",""
"THE SOLAR AGE RESOURCE BOOK","138","SOLAR AGE MAGAZINE","SOLAR ENERGY","","","",""
"PASSIVE DESIGN IDEAS FOR THE ENERGY CONSCIOUS ARCHITECT","139","HUD","ENERGY EFFICIENCY","","","",""
"A SURVEY OF PASSIVE SOLAR HOMES","139.5","HUD","SOLAR ENERGY","","","",""
"AT HOME IN THE SUN","140","CAVIS / LINDSEY","SOLAR ENERGY","","","",""
"PASSIVE SOLAR ENERGY BOOK","141","MAZRIA","SOLAR ENERGY","","","",""
"SOLAR HEATED HOUSES","142","MASS. DESIGN","SOLAR ENERGY","","","",""
"THE DOUBLE SHELL SOLAR HOUSE","143","COMMUNITY BUILDERS","SOLAR ENERGY","ENERGY EFFICIENCY","","",""
"THE SOLAR STARR HOUSE PRIMER","144","HARLOW / ELLIOTT","SOLAR ENERGY","","","",""
"SUPER SOLAR HOUSES","144.5","SHURCLIFF","SOLAR ENERGY","","","",""
"PASSIVE SOLAR BUILDINGS","145","SANDIA LABORATORIES","SOLAR ENERGY","","","",""
"HOME ENERGY FOR THE EIGHTIES","146","WOLFE / CLEGG","ENERGY EFFICIENCY","","","",""
"INFORMAL DIRECTORY OF THE ORGANIZATIONS & PEOPLE INVOLVED IN THE SOLAR HEATING OF A BUILDING","147","SHURCLIFF","SOLAR ENERGY","","","",""
"PASIVE SOLAR DESIGN /A SURVEY OF MONITORED BUILDINGS","148","USDE","SOLAR ENERGY","","","",""
"PASSIVE SOLAR CONSTRUCTION HANDBOOK","148.5","WINTER","SOLAR ENERGY","ENERGY EFFICIENCY","","",""
"PASSIVE SOLAR BUILDING CALCULATION METHODS","148.6","NESEA","SOLAR ENERGY","","","",""
"SOLAR HOUSES","149","GROPP","SOLAR ENERGY","","","",""
"CONVECTIVE LOOP HOUSES","150","BERK","ENERGY EFFICIENCY","","","",""
"RAINBOOK","151","RAIN MAGAZINE","ENERGY EFFICIENCY","","","",""
"STEPPING STONES","152","RAIN MAGAZINE","ENERGY EFFICIENCY","","","",""
"30 ENERGY EFFICIENT HOUSES YOU CAN BUILD","153","WADE / EWENSTEIN","ENERGY EFFICIENCY","","","",""
"DESIGN & CONSTRUCTION OF ENERGY EFFICIENT HOUSES","153.1","WADE","ENERGY EFFICIENCY","","","",""
"LOW ENERGY FUTURES FOR THE US","154","USDE","ENERGY EFFICIENCY","","","",""
"SOLAR ENERGY","155","ANDERSON","SOLAR ENERGY","","","",""
"SOLAR STUDY","156","FARALLONES INSTITUTE","SOLAR ENERGY","","","",""
"THE MAKING OF A SOLAR VILLAGE","157","WISC. ENERGY EXTENSION SERVICE","SOLAR ENERGY","","","",""
"ENERGY PRIMER","158","PORTOLA INSTITUTE","ENERGY EFFICIENCY","","","",""
"THE SOLAR HOME PLAN BOOK","159","NORTHEAST UTITITIES","SOLAR ENERGY","PLANS","","",""
"MOVABLE INSULATION","160","LANGDON","ENERGY EFFICIENCY","","","",""
"SUPER INSULATED & DOUBLE ENVELOPE HOUSES","161","SHURCLIFF","ENERGY EFFICIENCY","","","",""
"SUPER INSULATED TRUSS FRAME CONSTRUCTION","161.1","WHITE","ENERGY EFFICIENCY","","","",""
"SUN/EARTH BUFFERING AND SUPERINSULATION","161.5","BOOTH","ENERGY EFFICIENCY","","","",""
"SUPER ENERGY EFFICIENT BUILDING TECHNIQUES","161.6","","ENERGY EFFICIENCY","","","",""
"THE SUPERINSULATED HOUSE","161.7","NISSEN","ENERGY EFFICIENCY","","","",""
"SUPERINSULATED DESIGN AND CONSTRUCTION","161.8","LENCHEK","ENERGY EFFICIENCY","","","",""
"DO-IT-YOURSELF INSULATION","162","SUNSET","ENERGY EFFICIENCY","","","",""
"INSULATING WINDOW SHADE","163","RODALE PRESS","ENERGY EFFICIENCY","","","",""
"THERMAL SHUTTERS & SHADES","164","SHURCLIFF","ENERGY EFFICIENCY","","","",""
"IN THE BANK OR UP THE CHIMNEY","164.5","CONN. ENERGY","ENERGY EFFICIENCY","","","",""
"ENERGY AUDITOR TRAINING MANUAL","164.6","US DEPT. OF ENERGY","ENERGY EFFICIENCY","","","",""
"THE FUEL SAVERS","164.7","SCULLY","ENERGY EFFICIENCY","","","",""
"THE WOODBURNERS ENCYCLOPEDIA","165","VERMONT CROSSROADS PRESS","ENERGY EFFICIENCY","","","",""
"HOW TO BUILD A SOLAR HEATER","166","LUCAS","SOLAR ENERGY","","","",""
"SOLAR HOMES AND SUN HEATING","167","DANIELS","SOLAR ENERGY","","","",""
"NATURAL SOLAR ARCHITECTURE","167.5","WRIGHT","SOLAR ENERGY","","","",""
"HOMEGROWN SUNDWELLINGS","168","VAN DRESSER","SOLAR ENERGY","","","",""
"LET'S REACH FOR THE SUN","168.5","REYNOLDSON","SOLAR ENERGY","","","",""
"DESIGN FOR A LIMITED PLANET","169","SKURKA / NAAR","SOLAR ENERGY","ENERGY EFFICIENCY","","",""
"LIVING WITH ENERGY","170","ALVES / MILLIGAN","ENERGY EFFICIENCY","","","",""
"ALTERNATIVE NATURAL ENERGY SOURCES","171","DAVIS / SHUBERT","ENERGY EFFICIENCY","","","",""
"ENERGY ALTERNATIVES","171.1","TIME/LIFE","ENERGY EFFICIENCY","","","",""
"ENERGY FREE HOMES FOR A SMALL PLANET","171.2","EDMINSTER","ENERGY EFFICIENCY","","","",""
"TOWARD A ZERO ENERGY HOME","171.3","JOHNSTON/GIBSON","ENERGY EFFICIENCY","","","",""
"NEW LOW COST SOURCES OF ENERGY FOR THE HOME","172","CLEGG","ENERGY EFFICIENCY","","","",""
"PRODUCING YOUR OWN POWER","173","RODALE PRESS","ENERGY EFFICIENCY","","","",""
"WOODSTOVE ANNUAL","174","SOCIETY FOR THE PROTECTION OF NH FORESTS","ENERGY EFFICIENCY","","","",""
"HARNESSING WATER POWER FOR HOME ENERGY","175","McGUIGAN","ENERGY EFFICIENCY","","","",""
"HARNESSING THE WIND FOR HOME ENERGY","176","McGUIGAN","ENERGY EFFICIENCY","","","",""
"COMMON SENSE WIND ENERGY","177","C.O.A.T.","ENERGY EFFICIENCY","","","",""
"THE HOME WORKPLACE","178","RODALE PRESS","ENERGY EFFICIENCY","","","",""
"AN IRREVERENT, ILLUSTRATED VIEW OF NUCLEAR POWER","179","GOFMAN","ENERGY EFFICIENCY","","","",""
"WATER PUMPING WINDMILL BOOK","180","NEW ALCHEMY","ENERGY EFFICIENCY","","","",""
"HANDS-ON GUIDEBOOK TO APPROPRIATE TECHNOLOGY IN MASSACHUSETTS","181","AMASS","ENERGY EFFICIENCY","","","",""
"ENERGY HOUSE CATALOG","182","ELLERTSON","ENERGY EFFICIENCY","","","",""
"THE SPEC GUIDE-ENERGY PRODUCTS","182.1","SOLARVISION","ENERGY EFFICIENCY","","","",""
"RESOURCE-EFFICIENT HOUSING GUIDE","182.2","ROCKY MOUNTAIN INSTITUTE","ENERGY EFFICIENCY","","","",""
"SOLAR CONNECTIONS (DIRECTORY)","182.3","NESEA","SOLAR ENERGY","","","",""
"CONSUMERS GUIDE TO HOME ENERGY SAVINGS","182.4","WILSON/MORRILL","ENERGY EFFICIENCY","","","",""
"MOTHER'S ENERGY EFFICIENCY BOOK","182.5","MOTHER EARTH NEWS","ENERGY EFFICIENCY","","","",""
"THE EFFICIENT HOUSE SOURCEBOOK","182.6","ROCKY MTN. INSTITUTE","ENERGY EFFICIENCY","SUSTAINABLE DESIGN","","",""
"CHOSE TO REUSE","182.7","GOLDBECK","SUSTAINABLE BUILDING","","","",""
"GUIDE TO RESOURCE EFFICIENT BUILDING ELEMENTS","182.8","C.R.B.T","SUSTAINABLE BUILDING","ENERGY EFFICIENCY","","",""
"BERKSHIRE ENERGY MANUAL","183","NISSON","ENERGY EFFICIENCY","","","",""
"THERMAL DESIGN IN ARCHITECTURE","184","HERSCHONG","ENERGY EFFICIENCY","","","",""
"HOMEOWNERS ENERGY INVESTMENT HANDBOOK","185","McCLINTOCK","ENERGY EFFICIENCY","","","",""
"HOME ENERGY DECISION BOOK","185.1","COE","ENERGY EFFICIENCY","","","",""
"GUIDE TO FINDING & SEALING HIDDEN AIR KEAKS","185.2","MASS.AUDOBON","ENERGY EFFICIENCY","","","",""
"MOISTURE & HOME ENERGY CONSERVATION","185.3","US D o ENERGY","ENERGY EFFICIENCY","","","",""
"HANDBOOK OF HOMEMADE POWER","185.5","MOTHER EARTH NEWS","ENERGY EFFICIENCY","","","",""
"SUNSPOTS","186","BAER","SOLAR ENERGY","","","",""
"CENTRAL HEATING WITH WOOD & COAL","187","GAY","ENERGY EFFICIENCY","HEATING AND COOLING","","",""
"HEATING AND COOLING","187.1","TIME/LIFE","HEATING AND COOLING","","","",""
"WOOD STOVES","187.2","SUNSET","HEATING AND COOLING","","","",""
"HEATING FUNDAMENTALS","187.3","AUDEL","HEATING AND COOLING","","","",""
"THE BOOK OF MASONRY STOVES","187.5","CYLE","HEATING AND COOLING","MASONRY","","",""
"PASSIVE SOLAR DESIGN / BIBLIOGRAPHY","188","","SOLAR ENERGY","","","",""
"ENERGY EFFICIENT HOUSING / A PRAIRIE APPROACH","189","UNIVERSITY OF SASKATCHEWAN","ENERGY EFFICIENCY","","","",""
"HOW TO WEATHERSTRIP & CAULK YOUR HOME","190","ALBERTA ENERGY","ENERGY EFFICIENCY","","","",""
"WEATHERSTRIPPING","190.1","TIME/LIFE","ENERGY EFFICIENCY","","","",""
"GUIDE TO MOISTURE CONTROL","190.2","JOURNAL OF LIGHT CONSTRUCTION","DETAILS","","","",""
"NEW INVENTIONS IN LOW COST SOLAR HEATING","191","SHURCLIFF","SOLAR ENERGY","HEATING AND COOLING","","",""
"PEOPLE WHO LIVE IN SOLAR HOUSES","192","DAVIS","SOLAR ENERGY","","","",""
"THE SUN BETRAYED","192.5","REECE","SOLAR ENERGY","","","",""
"OTHER HOMES & GARBAGE","193","LECKIE","ENERGY EFFICIENCY","","","",""
"THE HOUSE AS A SYSTEM","193.1","NORTHEAST UTILITIES","ENERGY EFFICIENCY","","","",""
"SOLAR DWELLING DESIGN CONCEPTS","194","HUD","SOLAR ENERGY","","","",""
"SOLAR AND ENERGY SAVING HOMES FOR THE '80'S","194.6","HBPS","SOLAR ENERGY","PLANS","","",""
"ENERGY SAVING AND SOLAR HOMES PLAN BOOK","194.7","HBPS","ENERGY EFFICIENCY","PLANS","","",""
"HOMES","194.8","SUNTERRA","SOLAR ENERGY","PLANS","","",""
"WIND POWER","195","MARIER","ENERGY EFFICIENCY","","","",""
"PRESENT VALUE","196","COE","ENERGY EFFICIENCY","","","",""
"SOLAR WATER HEATING SYSTEMS","197","KEISLING","SOLAR ENERGY","PLUMBING","","",""
"PASSIVE SOLAR WATER HEATERS","197.5","REIF","SOLAR ENERGY","PLUMBING","","",""
"BUILD YOUR OWN SOLAR WATER HEATER","197.6","CAMPBELL","SOLAR ENERGY","PLUMBING","","",""
